DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
0461;004613;BONUSPRINT Activa Colour Print Film ISO 200 (VX);KONICA VX200;;3;Made in Japan;;;Bonusprint, UK;0;BonusPrintActiva200.jpg
0807;008070;BONUSPRINT Activa Colour Print Film ISO 400;Konica Centuria 400;;3;Made in Japan;;;Bonusprint, UK;0;BonusPrintActiva400.jpg
0452;004520;BONUSPRINT Activa Colour Print Film ISO 400 (VX);KONICA VX400;;3;Made in Japan;;;Bonusprint, UK;0;BonusPrintActiva400.jpg
0022;000222;Boots Colourprint 100;Solaris FG, but same DX code as APX25…;Ferrania;3;Made in Italy;2003;~2010 ?;Boots, GB;0;
0130;001304;Boots Colourprint 200;Fujicolor 200;Fuji;3;Made in Japan;2000’s ?;;Boots, GB;0;
0525;805253;Boots Colourprint 200;Fujicolor C200;Fuji;3;Made in Japan;~2010 ?;;Boots, GB;0;
0625;806254;Boots Colourprint 200;Vista Plus 200 (Fuji);Fuji;3;Made in Japan;~2010 ?;;Boots, GB;0;
0114;001144;Boots Colourslide (ISO 200) Rainbow bird;Agfa slide film, E6 Process;Agfa-Gevaert;3;Made in Germany;80’s ?;2000’s ?;Boots, GB;0;BootsColorSlide200agfa.jpg
0578;805784;Boots Universal ISO 400;Superia 400;;3;;;;Boots, GB;0;
1062;010623;Cannon Power – Film for true colour ISO 100 #cannonpower canonpower;Scotch Color;;2;;;;;0;
1361;013613;Canopower Film for true colour ISO 100 Super HP 100 #HP100;Imation Color HP100;Ferrania;3;Made in Italy;;;CHANDRU INTERNATIONAL PTY LTD, Sydney;0;CanopowerSuperHP100.jpg
0756;007563;Carrefour 200 ISO;Agfacolor;;3;made in EU;;;;0;Carrefour200.jpg
1845;018453;Carrefour Film couleur 200 ISO CN 200;Agfa XRG 200 ;;3;Made in UE;;;;0;
0454;004541;Casino Temps Clair 200 C-41;Konica VX200 Super;;4;Made in Japan;;;;0;Casino200.jpg
1771;017713;CatLABS X FILM 320 PRO (135 & 120) #X320;135 & 120. Kentmere 400 DX code on 135 films, but developing times not identical… And too thin to be Kentmere.;;1;Made in USA;Spet 2022;;CatLABS;2;CatLABSx320pro.jpg
1843;018433;Champion 100 ISO;AgfaColor XRG 100;;3;Made in E.U.;90’s;;Champion supermarket;0;Champion100.jpg
0803;008033;Chemmart VX100 Colour Print Film;KONICA VX100;Konica;4;Made in Japan;;;;0;
0625;306254;Chlecker AS photo 200;Fujicolor 200 / C200;;2;;;;;0;
5391;753914;Cinestill 50D Daylight C-41 / Xpro (new) 50Daylight;Kodak Vision 3 5203 (Cinefilm, remjet removed, DX coded) ECN2/C-41;Kodak, USA;4;Made in USA;2014 (2017 for 120);;CineStill Film, USA;2;Cinestill50Dnew.jpg
5391;753914;CineStill 800T Tungsten Xpro (new) 800Tungsten;Kodak Vision 3 5219 (Cinefilm, remjet removed, DX coded) ECN2/C-41;Kodak, USA;4;Made in USA;2014 (2017 for 120);;CineStill Film, USA;2;Cinestill800Tnew.jpg
1399;013997;Clear Color 400 DX coding, paper label (all), Made in EU;DX number used by a lot of rebranded film canned by Foma;;;;;;;0;
1362;013623;CLIC HP Pelicula Color ISO 200 #HP200;Imation Color HP 200;3M / Ferrania;4;;;;;0;
5012;050123;CLIC HP Pelicula Color ISO 200 #HP200;;;;;;;;0;
0129;001294;Club Color 200 Bertelsmann #Clubcolor;Fujicolor 200 / Super HQ200;;3;Made in Japan ?;;;Bertelsmann;0;ClubColor200.jpg
0756;007563;Club Color 200 Bertelsmann NCS #Clubcolor;Agfacolor 200-N;;3;Made in EU;2003 ?;;Bertelsmann;0;ClubColorNCS200.jpg
0462;004620;Coles Reliance Colour Film ISO 400 (Purple cartridge);Konica VX400 Super;;3;Made in Japan;;;;0;ColeReliance400purple.jpg
1848;018487;Color Negative 200 for color prints (white can for disposable camera);Perutz SC 400;;3;Made in Germany;2000’s;2000’s;;0;
1847;018473;COLOR NEGATIVE FILM (Generic black cartridge) CN100;Agfacolor 100 / Perutz SC100. Disposable camera ?;Agfa;2;;;;;0;AgfaGENERICblack.jpg
1847;018473;Color plus 100 Colorplus;Solaris FG then AgfaColor ?;Ferrania then Agfa ?;3;;2003;;Duttenhofer;0;
1558;115587;Color print film for single use cameras;KODAK Color Negative 400 or Ferrania Solaris 400 ?;;0;Made in USA, disposable camera;;;;1;
3602;736024;Colorama PhotoImaging 200;DM Paradies 200 ?;;1;;~1986;;Colorama Laboratories, E;0;
0497;004973;Colorama Smart Film 200;Agfacolor 200;;3;Made in UE;;;Colorama Laboratories, E;0;
0628;006283;COLOUR PRINT FILM;Fujifilm X-TRA 400;Fuji;4;;;;;0;
1361;013611;Continent HR 100 ISO (Continente in Spain) #HR100;Imation HP100 ?;;3;;;;"""Continent"" supermarkets";0;
0628;506283;CVS Color Film 400 All purpose;Fujicolor Superia X-tra / Superia;Fuji;4;;;;CVS Pharmacy;0;CVS400.jpg
1062;010624;Dale Laboratories “9100” ISO 100 (Blue can, DCN/ECP-2 process);DX coded for Ferrania Imaging Color FG100, but could be motion picture film (ECP-2 process);;2;;;;Dale Laboratories;0;Dale9100.jpg
0129;001294;Dixons Kleurenfilm 200;Fujicolor 200;;4;;;;Dixons, GB;0;
1851;018513;Dixons Kleurenfilm 200 Foto (Red box);Agfacolor / Perutz SC 200-2;Agfa-Gevaert;4;;;;Dixons, GB;0;DixonsKleurenFilmRed200.jpg
0625;306254;DM Paradies 200 C-41;Fuji C200 / Provalue;Fuji;3;Made in Asia;;;DM Markt, Germany;0;DMparadies200Asia.jpg
0625;806253;DM Paradies 200 C-41;Fuji C200 / Provalue;Fuji;3;Made in Asia;;;DM Markt, Germany;0;DMparadies200Asia.jpg
3602;136023;DM Paradies 200 Universal C-41;;;0;;;;DM Markt, Germany;0;DMparadies200.jpg
3602;636024;DM Paradies 200 Universal C-41;"Cheap ""Kodak Negative 200"" film";Kodak (then Fuji);1;Made in USA;;;DM Markt, Germany;0;DMparadies200.jpg
0628;306284;DM Paradies 400;Superia 400;Fuji;3;Made in Asia;;;DM Markt, Germany;0;DMparadies400Asia.jpg
1558;115584;"DM Paradies 400 ""Action""";"Cheap ""Kodak Negative 400"" film";Kodak (then Fuji);3;Made in USA;2006;2015;DM Markt, Germany;0;DMparadies400.jpg
1558;615584;DM Paradies 400 (USA);"Cheap ""Kodak Negative 400"" film";Kodak (then Fuji);3;Made in USA;;;DM Markt, Germany;0;DMparadies400.jpg
1550;;Dubblefilm STEREO 200 #Kono!;Kodak Color Plus 200 pre-exposed for crappy colors. New version of STEREO Dubblefilm;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2021 ?;;Dubble / Kono!, then (in 2019) Revelog;1;
1550;;Dustin Adams Photo Dubblefilm Stereo;Kodak Color Plus 200 pre-exposed for red to blue effect;Kodak;3;"Made in USA and finished in Mexico, ""lomoized"" in Austria";2019;;Revelog;2;
1398;013983;EasyClix ASA 200;Ferrania Solaris FG;;3;Made in Italy;;;;0;Easyclik200.jpg
0624;606243;EasyPix Colour Print Film 200;Superia 200;Fuji;3;Product of Japan;;;Shopper's Drug Mart / Pharmaprix;0;
0625;706254;Efiniti Uxi Super 200;Fujicolor Superia CN 200. For Vietnam market ?;Fujifilm;4;Product of Japan;~2008 ?;;;1;EfinitiUXIsuper200.jpg
0272;002724;Efke KB100;;;;Made in Croatia ;;;Fotokemika (Efke);0;EfkeKB100.jpg
0272;002724;Efke KB25;Was KB20 before DX coding;;;Made in Croatia ;;;Fotokemika (Efke);0;EfkeKB25.jpg
1096;010960;ERA Color ER100 eracolor;Fuji proprietary technology manufacturing;;;Made in China ?;;;Shantou ERA Limited Corporation;0;EracolorER100.jpg
1561;;Escura Dragon Ball Z film ISO 400 Limited Edition;Disposable camera film ? Kodak Color Negative 400 Film;Kodak;3;;2019 ?;2019 ?;Escura / Carbon, Hong-Kong;1;Escura_dragonballZ.jpg
1561;;Escura Tester ISO 400;Test batch for Vintage negative. Kodak Color Negative 400 Film;Kodak;4;;2019;2019;Escura / Carbon, Hong-Kong;0;
1561;;Escura Vintage Negative Color film ISO 400;Disposable camera film ? Kodak Color Negative 400 Film;Kodak;3;;2019;;Escura / Carbon, Hong-Kong;2;EscuraNegativeVintage400.jpg
1398;013980;Euro Print 200 (White box) #Europrint;Solaris Color FG Plus 200;;2;;;;;0;Europrint200white.jpg
1398;013980;Euro Print 200 (Yellow box) #Europrint;Solaris Color FG Plus 200;;3;;;;;0;Europrint200.jpg
1845;018453;expert CN 135 ;Agfa XRG 200;;2;;90’s;;;0;
0722;007221;Extrafilm 200;Agfacolor Vista 200;Agfa-Gevaert;3;Made in EEC;2002 ?;;Extrafilm, CH;0;Extrafilm200.jpg
1394;013944;Extrafilm 200;Solaris Color FG200;Ferrania;3;Made in EU;2002 ?;;Extrafilm, CH;0;Extrafilm200.jpg
1398;013984;Extrafilm 200;Solaris Color FG Plus 200;Ferrania;3;Made in EU;~2005 ?;;Extrafilm, CH;0;Extrafilm200.jpg
1821;018217;Extrafilm 200;Agfacolor Vista 200;Agfa-Gevaert;3;Fabriqué dans la CE;2002;;Extrafilm, CH;0;Extrafilm200old.jpg
1851;018514;Extrafilm 200;Agfacolor Vista 200;Agfa-Gevaert;3;Made in EEC;2002 ?;;Extrafilm, CH;0;Extrafilm200.jpg
5072;050723;Extrafilm 200;Agfacolor Vista 200;Agfa-Gevaert;3;Fabriqué dans la CE;2002;;Extrafilm, CH;0;Extrafilm200old.jpg
1396;013964;Extrafilm 400;Solaris Color FG400;Ferrania;4;This film is made in EU;2002;;Extrafilm, CH;0;
0200;902004;Extrafilm 400;Superia X-tra 400;Fuji;4;Made in Japan for Extrafilm Australia;2002;;Extrafilm, CH;0;
1394;013944;Family Dollar;Solaris FG200;Made by Imation;4;;;;;0;
1364;013643;FAYS Color Print Film ISO 400 #fay’s;3M Imation Color HP400 (Ferrania);;4;;90’s;;FAYS’s Drug stores, NY;0;
1063;010634;Ferrania Imaging Solaris Chrome 100;;Ferrania Imaging Technologies;;Made in Italy;2000;2005;Ferrania;0;
1395;013954;Ferrania Imaging Solaris Color FG Plus 100 #Fgplus100;;Ferrania Imaging Technologies;;Made in Italy;2003;2013;Ferrania;0;SolarisFGplus.jpg
1398;013980;Ferrania Imaging Solaris Color FG Plus 200 #FGplus200;;Ferrania Imaging Technologies;;Made in Italy;2003;2013;Ferrania;0;SolarisFGplus200.jpg
1399;013990;Ferrania Imaging Solaris Color FG Plus 400 #Fgplus400;;Ferrania Technologies;;Made in Italy;2005;2013;Ferrania;0;SolarisFGplus400.jpg
1402;014020;Ferrania Imaging Solaris Color FG Plus 800 #Fgplus800;;Ferrania Technologies;;Made in Italy;2005;2013;Ferrania;0;FerraniaSolarisFGplus800.jpg
1397;013970;Ferrania Imaging Solaris Color FG400i;Will be improved with FG Plus;Ferrania Imaging Technologies;;Made in Italy;2003;2005;Ferrania;0;
1400;014000;Ferrania Imaging Solaris Color FG800;Will be improved with FG800i;Ferrania Imaging Technologies;;Made in Italy;2000;2003;Ferrania;0;
1401;014010;Ferrania Imaging Solaris Color FG800i;Will be improved with FG Plus;Ferrania Imaging Technologies;;Made in Italy;2003;2005;Ferrania;0;
1393;013930;Ferrania lmaging Solaris Color FG100;Will be improved with FG Plus;Ferrania Imaging Technologies;;Made in Italy;2000;2003;Ferrania;0;
1394;013940;Ferrania lmaging Solaris Color FG200;Will be improved with FG Plus;Ferrania Imaging Technologies;;Made in Italy;2000;2003;Ferrania;0;
1396;013960;Ferrania lmaging Solaris Color FG400;Will be improved with FG400i;Ferrania Imaging Technologies;;Made in Italy;2000;2003;Ferrania;0;FerraniaSolarisFG400.jpg
1394;013944;Ferrania Solaris FG200;;Ferrania;;Finished in the USA by 3M in Oklahoma. Emulsion is made in Italy;2008;2012;3M;0;SolarisFG200.jpg
0385;003850;FILM (blue can) für Farbdiapositive / for Color Slides – Process E6;IMATION CHROME 100;3M / Ferrania;4;;;;;0;
0625;;FilmNeverDie C-41 Color IRO200 色 200;New batch. Rebanded ProValue 200 / Fujicolor 200. But work in batches, so every batches can be a different cheap film…;;3;;2018;end of 2017 ?;Film Never Die;0;IRO200.jpg
0625;;FilmNeverDie C-41 Color IRO200 色 200;Rebanded ProValue 200 / Fujicolor 200. But work in batches, so every batches can be a different cheap film…;;3;;2017;2018;Film Never Die;0;IRO200.jpg
0197;;FilmNeverDie C-41 Color IRO400 色 400;27 exp Superia 400 produced for disposable cameras;;3;;2019;;Film Never Die;2;Iro400.jpg
1561;;FilmNeverDie C-41 Color KIRO400;Kodak Color Negative 400 Film 400-3 (for disposable cameras?);;4;;2020;;Film Never Die;2;Kiro400.jpg
1206;014061;FilmNeverDie SHIROKURO B&W C-41 ISO 400;C-41 chromogenic Agfa film ?;;1;Made in Belgium;2016;;Film Never Die;0;Shirokuro.jpg
1850;018503;Fletchers Colour Print Film ISO 400;Perutz Primera 400 / Agfa Vista 400;;3;;;;Fletchers Photographics;0;
0453;004530;FNAC 100 Film Papier Couleur;Konica Color VX100 Super;Konica;3;Made in Japan;;;French FNAC stores;0;Fnac100.jpg
0454;004543;FNAC 200 Film Papier Couleur;Konica Color VX200 Super;Konica;4;Made in Japan;;;French FNAC stores;0;FNAC200.jpg
0455;004550;FNAC 400 Film Papier Couleur;Konica Color VX400 Super;Konica;3;Made in Japan;;;French FNAC stores;0;Fnac400.jpg
1067;010673;Focal 200 General Purpose by 3M – K-mart brand #kmart;SCOTCH COLOR EXH 200;3M;3;Made in USA;;;K-mart / SS Kresge Company, Michigan;0;Focal200.jpg
1852;018523;Focal Colour Print Film ISO 100;PERUTZ SC 100 Color;;4;Made in Germany;;;K-mart ?;0;
1843;018433;Focal ISO 100;Agfa Color 100;Agfa;3;;;;K-mart / SS Kresge Company, Michigan;0;Focal100by3M.jpg
1850;018503;Focal ISO 400;Agfa Color 400;Agfa;3;;;;K-mart / SS Kresge Company, Michigan;0;
1399;013994;Foma Equicolor premium 400;Rebranded Ferrania color film for CZ market.;Ferrania;3;Made in Italy;2007;2012 ?;Foma, CS/Equicolor, PL;0;FomaEquicolorPremium400.jpg
1395;;Foma Fomapan 100;;;;;80’s ?;90’s ?;Fotochema Bohemia, CS;0;Fomapan100.jpg
1395;;Foma Fomapan 100 Professional;Could be cut out from the midle of raw film roll of Fompan Classic. Only in 120 ?;;;;;;Fotochema Bohemia, CS;2;FomapanPro100.jpg
1395;013954;Foma Fomapan 100 ProfiLine Classic T100;;;;;~2014;2024;Fotochema Bohemia, CS;0;FomapanProf100.jpg
1395;013954;Foma Fomapan 100 ProfiLine Classic T100 (2023’s box);New box, same film.;;;;2024;;Fotochema Bohemia, CS;2;Fomapan100-2023.jpg
1398;;Foma Fomapan 200 Creative;;;;;2001 ?;2012 ?;Fotochema Bohemia, CS;1;FomapanCreativ200.jpg
1398;013984;Foma Fomapan 200 ProfiLine Creative T200;;;;;2012 ?;2023;Fotochema Bohemia, CS;0;Fomapan200.jpg
1398;013984;Foma Fomapan 200 ProfiLine Creative T200 (2023’s box);New box, same film.;;;;2023;;Fotochema Bohemia, CS;2;Fomapan200-2023.jpg
1398;;Foma Fomapan 200 Retro Limited;Special packaging inspired by design of orginal box from 30’s for the upcoming 100 year anniversary. Only 120 format;;;;2019;2020;Fotochema Bohemia, CS;1;Foma200Anniv.jpg
1399;;Foma Fomapan 400;;;;;~1993 ??;2001 ?;Fotochema Bohemia, CS;0;Fomapan400first.jpg
1399;013994;Foma Fomapan 400 ProfiLine Action T400;DX number used by a lot of rebranded film canned by Foma;;;;2012;2023;Fotochema Bohemia, CS;0;Fomapan400.jpg
1399;013994;Foma Fomapan 400 ProfiLine Action T400 (2023’s box);New box, same film.DX number used by a lot of rebranded film canned by Foma;;;;2023;;Fotochema Bohemia, CS;2;Fomapan400-2023.jpg
1847;018470;Forte Fortecolor SP 100 #SP100;Agfacolor XRG / Perutz Primera;Agfa ? Or Forte under licence ?;3;Made in Hungary;;;Forte, H;0;FortecolorSP100.jpg
0272;002724;Forte Fortecolor Super FG100 Plus #FG100+;Agfa ?;Agfa Gevaert AG;2;;1994;~2000 ?;Forte, H;0;
0294;002943;Foto King HR Colour Print HR100 Fotoking;Ferrania ?;;1;Made in Italy;;;;0;FotokingHR100.jpg
0812;008120;FOTOHOME KLEURENFILM ISO 100 Voor Kleurenfoto's;KONICA CENTURIA 100;;3;Made in Japan;;;Kleurenfoto, Amsterdam;0;Fotohome100.jpg
5391;753911;FOTOIMPEX CHM 100 Universal #CHM100 adox;Kentmere;Harman;4;Manufactured in EU;2017 ?;;Fotoimpex;2;FotoimpexCHM100.jpg
5391;753912;FOTOIMPEX CHM 400 Universal #CHM400 adox;Kentmere;Harman;4;Manufactured in EU;2017 ?;;Fotoimpex;2;FotoimpexCHM400.jpg
0756;007560;Fotolabo Club Professional 200 FLC #Fotolaboclub;Agfacolor XRG then Agfacolor Vista 200 ?;Agfa-Gevaert;3;;1999;;Fotolaboclub, CH;0;PhotolaboClub200.jpg
1554;;Fotolabo Club Professional 200 FLC #Fotolaboclub;Kodak Color Negative 200;;3;;;;Fotolaboclub, CH;0;FotoLaboClubPro.jpg
1558;;Fotolabo Club Professional 400 FLC #Fotolaboclub;Kodak Color Negative 400;;2;;;;Fotolaboclub, CH;0;FotoLaboClubPro.jpg
0497;004974;Fotolabo Club Professional New Vision 200 FLC #Fotolaboclub;AgfaColor 200;;3;;;;Fotolaboclub, CH;0;fotolaboclubNewVision200.jpg
1561;;Fotos Film 400;Disposable camera film ? Kodak Color Negative 400 Film;Kodak;3;Film made in USA / Packaged in China;2019 ?;2019 ?;;1;ForosFilm400.jpg
1398;013984;FotoStar 200;Solaris FG Plus 200;Ferrania;4;;Mid 90’s ?;mid 2000’s ?;;0;
0419;004193;Fotostop VXS200 Colour Print Film;Konica Centuria Super 200;;3;Made in Japan;;;Fotostop Express LTD;0;FotoStopVXS200.jpg
0461;004612;Fotostop VXS200 Colour Print Film;Konica VX 200;;3;Made in Japan;~2000 ?;;Fotostop Express LTD;0;FotoStopVXS200.jpg
0461;004612;Fotostop VXS200 Colour Print Film (old style box);Konica VX 200;;2;Made in Japan;;~2000 ?;Fotostop Express LTD;0;FotoStopVXS200OLD.jpg
0462;004620;Fotostop VXS400 Colour Print Film;Konica VX 400;;2;Made in Japan;~2000 ?;;Fotostop Express LTD;0;
0497;004974;"France loisirs 200 iso Papier Couleur (""Smile"" box)";AGFA AgfaColor 200;Agfa;3;Fabriqué en UE;;;France loisirs (French bookshop);0;FranceLoisir200.jpg
5082;050824;France loisirs Color HPX200;;;;Fabriqué en UE;;;France loisirs (French bookshop);0;FranceLoisirHPX200.jpg
0628;106287;Fuji Film For Color Print black can (Diposable camera?);Superia X-TRA 400;;3;Made in Japan;;;;1;FujiIndustrial27exp.jpg
0628;306283;Fuji Film For Color Print black can (Polaroid Diposable camera);Superia X-TRA 400 or Superia Premium 400;;3;Made in Japan;;;;1;FujiIndustrial27exp.jpg
0551;005514;Fuji Fujichrome Sensia II 100;Similar to Fuji Provia ?;;;Made in Japan;~1997;;;0;FujichromeSensiaII100.jpg
0522;005224;Fuji Fujichrome Sensia II 400;Similar to Fuji Provia ?;;;Made in Japan;;;;0;FujichromeSensiaII400.jpg
0578;005781;Fuji Fujicolor Panorama ISO 400;Disposable camera. Super G+ 400 / Superia 400;Fuji;;Made in Japan;;;;0;
0574;205744;Fuji Fujicolor ProPlus 100;Fujicolor 100 for emergent market ? Only by pack of 3 or 5;;2;;;;;0;FujiProplus100.jpg
0574;205744;Fuji Fujicolor ProPlus II 100;Fujicolor 100 for emergent market ? Only by pack of 3 or 5;;2;;;;;0;FujiProplusII100.jpg
0625;206254;Fuji Fujicolor ProPlus II 200;Fujicolor C200 for emergent market ? Only by pack of 3 or 5;;2;;;;;0;FujiProplusII200.jpg
1558;715587;Fuji Fujicolor Quicksnap ISO 400;Kodak Color Negative 400. Found in Fujifilm QuickSnap disposable cameras, 27 exposures. ;Kodak;2;Made in USA, disposable camera;;;Fujifilm;1;FujiQuicksnap400.jpg
0570;605703;Fuji Fujicolor Quicksnap ISO 400 No DX coding, white;Disposable camera. FUJICOLOR SUPER 400 ;Fuji;3;Made in Japan;;;;0;FujiQuickSnap400noDXwhite.jpg
0574;005740;Fuji Fujicolor YKL 100;Cheap Fujicolor C100 for Filipina market. Lot of different boxes...;Fuji;;;End of 70's ?;;YKL Color, Filipina;1;FujiYKL100.jpg
0625;006250;Fuji Fujifilm Professional ProValue 200 CA200;Fujicolor C200 for emergent market ? Only by pack of 5 ?;;2;Made in Brazil ?;;~2009;Fuji photo film do Brasil ltda ?;0;FujiProvalue200.jpg
0201;002010;Fuji Super 800 (Japan);Only japanese market, Similar to Super G 800 ??;;;Made in Japan;;;;0;
0168;;Fuji Super HG 1600 EX #HG1600EX;;Fujifilm;;Made in Japan;;;;0;
0627;006274;Fuji Superia Premium 400;For japanese market, improved Superia X-tra 400;Fuji;;Made In Japan;2009;;;2;FujiSuperiaPrem400.jpg
0574;;Fuji YKL Color Bravo 100;Cheap Fujicolor for Filipina market;Fuji;;;End of 70's ?;;YKL Color, Filipina;0;FujiYKLBravo100.jpg
0524;;FUJICHROME 100D Professional;;;;Made in Japan ;1983;1985;;0;Fujichrome100D.jpg
0524;005244;FUJICHROME 100D Professional (2d version) RDP;;;;Made in Japan ;1985;1987;;0;Fujichrome100Dlast.jpg
0524;005244;FUJICHROME 100D Professional (3d version) RDP;;;;Made in Japan ;1987;;;0;Fujichrome100Dlast.jpg
0524;;Fujichrome 100RD;"""Amateur"" film";Fuji Photo Film Co., Ltd;;Japan;1983 ?;1987;;0;Fujichrome100RD-84.jpg
0524;005244;Fujichrome 100RD 2d version;"""Amateur"" film, improved hue";Fuji Photo Film Co., Ltd;;Japan;1987;1993;;0;Fujichrome100RDnonpro.jpg
0524;005244;"Fujichrome 100RD 3d version ""New Improved""";better reds…;Fuji Photo Film Co., Ltd;;Japan;1993;1996 ?;;0;Fujichrome100RDnonpro.jpg
0680;006800;Fujichrome 1600 Professional D (RSP);Need special PZ processing;Fujifilm;;Made in Japan;1984;1994;;0;
0680;006800;"Fujichrome 1600 Professional D (RSP) ""New Improved""";;Fujifilm;;Made in Japan;1994;;;0;
0522;005224;Fujichrome 400RH;E6;;;Made in Japan;1980;1993;;0;
0522;005224;"Fujichrome 400RH ""New improved""";;;;Made in Japan;1993;1994 ?;;0;
0558;005580;FUJICHROME 64T, TYPE II Professional RTPII;;;;Made in Japan;1985 ?;2007 ?;;0;Fujichrome64T-RTP2.jpg
0550;005500;FUJICHROME ASTIA 100 Professional RAP;;;;Made in Japan;1997;~2008;;0;FujiAstia100Pro.jpg
0516;005160;FUJICHROME ASTIA 100F Code RAP F;;;;Made in Japan;2003;2012;;0;FujiAstia100F.jpg
0559;005590;FUJICHROME DIGITAL OUTPUT FILM;For laser film scanner ?;;;Made in Japan;;;;0;FujiDigitalOutput.jpg
0526;;FUJICHROME DUPLICATING FILM CDU;;;;Made in Japan;;~2000 ?;;0;FujiChromeCDU.jpg
0526;005260;FUJICHROME DUPLICATING FILM CDUII (TypeII);;;;Made in Japan;~2000 ?;2009;;0;FujichromeCDUII.jpg
0512;005120;FUJICHROME fortia;Highly saturated limited edition;;;;2004;2004 ?;;0;
0513;005130;FUJICHROME fortia SP ISO 50 – Batch SP-162;Velvia with enhanced color saturation and contrast. Only for Japan, in limited quantity;;;;2005;2007;;0;FujiFortiaSP.jpg
0513;005130;FUJICHROME fortia SP ISO 50 – Batch SP-164-101;Velvia with enhanced color saturation and contrast. Only for Japan, in limited quantity;;;;2007;2007;;0;FujiFortiaSP.jpg
0559;005594;FUJICHROME MS 100-1000 #RMS MS100/1000;;;;Made in Japan;1998;~2002 ?;;0;FujiMS100-1000.jpg
0548;005480;Fujichrome Provia 100 professional RDP II Daylight rdpII;Velvia technology. Replaced by 100F;;;Made in Japan;1994;1999;;0;FujichromeProvia100.jpg
0557;005574;FUJICHROME PROVIA 100F RDP II Professional RDPII;;;;Made in Japan;;1999;;0;
0557;005570;FUJICHROME PROVIA 100F RDP III Professional RDPIII;;;;Made in Japan ;1999;2024;;0;Provia100F.jpg
0522;005220;FUJICHROME PROVIA 400 RHP;;;;Made in Japan ;1994;;;0;FujichromeProvia400RHP.jpg
0554;005540;FUJICHROME PROVIA 400F Professional RHPIII;;;;Made in Japan ;2000;2013;;0;Provia400F-RHPIII.jpg
0544;005440;FUJICHROME PROVIA 400X Professional RXP;Replaced 400F then discontinued…;;;Made in Japan ;2006;2015;;0;FujiProvia400X.jpg
0680;006800;FUJICHROME RH1600;;;;Made in Japan ;;;;0;
0680;006800;FUJICHROME RSP;;;;Made in Japan ;;;;0;Fujichrome100.jpg
0515;005150;FUJICHROME SENSIA 100 RA #100ra;;;;Made in Japan ;;;;0;FujichromeSensia100RA.jpg
0515;105154;FUJICHROME SENSIA 100 RA #100ra;;;;Made in Japan ;;;;0;FujichromeSensia100RA.jpg
0551;105514;FUJICHROME SENSIA 100 RA #100ra;;;;Made in Japan ;;;;0;FujichromeSensia100RA.jpg
0549;005494;FUJICHROME SENSIA 100 RD #100rd;;;;Made in Japan;1994;;;0;
0547;005474;FUJICHROME SENSIA 200 RM #200rm;;;;Made in Japan ;;;;0;FujiSensia200.jpg
0555;005550;FUJICHROME SENSIA 200 RM #200rm;;;;Made in Japan ;1994;2000;;0;FujiSensia200.jpg
0555;105554;FUJICHROME SENSIA 200 RM Improved #200rm;New reala technolgy;;;Made in Japan ;2000;;;0;
0546;005460;FUJICHROME SENSIA 400 RH #400rh;;;;Made in Japan ;1994;2000;;0;
0546;105464;FUJICHROME SENSIA 400 RH improved #400rh;New reala technolgy;;;Made in Japan ;2000;;;0;
0514;005140;FUJICHROME T64 PROFESSIONAL;;;;Made in Japan ;2005;;;0;FujichromT64pro.jpg
0553;005530;FUJICHROME TREBI 100C;;;;Made in Japan;2001;;;0;FujiTrebi100C.jpg
0523;005230;FUJICHROME VELVIA 100;;;;Made in Japan;2003;;;1;FujiVelvia100.jpg
0527;005270;FUJICHROME VELVIA 100F (New version?);;;;Made in Japan;2013;~2015 ?;;1;FujiVelvia100F.jpg
0527;005270;FUJICHROME VELVIA 100F RVP F (First version?);;;;Made in Japan;2003;2013 ?;;0;FujiVelvia100F.jpg
0517;005174;Fujichrome Velvia 50 (RVP50);50 Iso, reintroduced as Velvia 50 (film coded RVP50);;;Made in Japan;2007;~2012 ?;;0;Velvia50RVPold.jpg
0518;005180;FUJICHROME VELVIA 50 (RVP50);50 Iso, reintroduced in 2007 as Velvia 50 (film coded RVP50). New box design;;;Made in Japan;~2012 ?;;;2;Velvia50RVP.jpg
0517;005170;FUJICHROME VELVIA RVP;50 Iso, original Velvia;;;Made in Japan;1990;2005;;0;Velvia.jpg
0135;001350;FUJICOLOR 100;;;;Made in Japan;;;;0;Fujicolor100.jpg
0567;005670;FUJICOLOR 100;;;;Made in Japan;;;;0;Fujicolor100.jpg
0574;005744;FUJICOLOR 100;;;;Made in Japan;;;;0;Fujicolor100.jpg
0574;105744;Fujicolor 100 (Arabic & emergent market export version) ;Fujicolor SUPER 100;;4;Made in Japan;;;;0;FujiColor100Arab.jpg
0574;005744;FUJICOLOR 100 Japan;Japan version, 3 Roll pack only ?;;;Made in Japan;;;;1;Fujicolor100Jap.jpg
